First_Name,Last_Name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
 Mike,Trout,545361,LAA,FF,4-Seam Fastball,2.4,15,626,44.7,129,0.276,0.541,0.451,17.2,17.8,11,0.3,0.646,0.47,57.3
 Rafael,Devers,646240,SF,FF,4-Seam Fastball,-0.9,-5,544,42.5,123,0.186,0.398,0.281,41.4,45.5,27.3,0.182,0.379,0.274,59.6
 Isaac,Collins,686555,KC,FF,4-Seam Fastball,-1.3,-5,430,45.5,122,0.196,0.25,0.309,17.6,17.2,21.9,0.238,0.349,0.353,40
 Luis,Arraez,650333,SF,FF,4-Seam Fastball,0.8,4,448,39.2,121,0.363,0.496,0.384,10.2,5,5.2,0.293,0.386,0.31,25.5
 Nico,Hoerner,663538,CHC,FF,4-Seam Fastball,-1.7,-6,356,29.3,116,0.184,0.276,0.27,5.1,4.3,6.7,0.289,0.4,0.353,33
 Vinnie,Pasquantino,686469,KC,FF,4-Seam Fastball,-1.1,-4,379,32.5,116,0.27,0.41,0.342,9.2,19,20,0.249,0.415,0.325,42
 Jonathan,Aranda,666018,TB,FF,4-Seam Fastball,-0.1,0,499,41.3,114,0.242,0.396,0.341,23.9,24.6,19.9,0.253,0.476,0.372,50
 Michael,Busch,683737,CHC,FF,4-Seam Fastball,0.1,0,384,29.2,113,0.218,0.376,0.325,13.5,16.8,17.4,0.239,0.451,0.336,42.7
 Jakob,Marsee,805300,MIA,FF,4-Seam Fastball,-0.7,-3,435,36,111,0.196,0.304,0.293,12.3,18,17.1,0.216,0.32,0.312,34.7
 Chandler,Simpson,802415,TB,FF,4-Seam Fastball,-2.3,-8,356,39.8,107,0.258,0.258,0.274,4.7,7.5,10.5,0.24,0.276,0.252,15.1
 Riley,Greene,682985,DET,FF,4-Seam Fastball,0,0,446,34.5,106,0.247,0.416,0.344,26.2,28.3,20,0.234,0.436,0.352,43.3
 Colson,Montgomery,695657,CWS,FF,4-Seam Fastball,-0.6,-2,375,34.9,105,0.194,0.398,0.3,37.6,34.3,31.6,0.17,0.343,0.272,43.9
 Cole,Young,702284,SEA,FF,4-Seam Fastball,-0.7,-3,402,35,105,0.226,0.366,0.301,18.2,13.3,13.1,0.233,0.395,0.313,42.5
 Xavier,Edwards,669364,MIA,FF,4-Seam Fastball,2.7,11,405,32.7,104,0.379,0.667,0.481,8.3,5.8,6.4,0.327,0.553,0.42,37.3
 Pete,Crow-Armstrong,691718,CHC,FF,4-Seam Fastball,-1,-4,369,30.5,103,0.204,0.376,0.29,22.4,27.2,20.9,0.201,0.401,0.297,50.8
 JJ,Wetherholt,802139,STL,FF,4-Seam Fastball,0.7,2,377,30.6,103,0.261,0.591,0.405,24.2,21.4,20.4,0.276,0.613,0.42,54.5
 Ian,Happ,664023,CHC,FF,4-Seam Fastball,0.9,4,438,34.4,103,0.216,0.477,0.366,27.5,35,24.8,0.198,0.439,0.331,51.9
 Spencer,Horwitz,687462,PIT,FF,4-Seam Fastball,0.3,1,382,34.3,101,0.272,0.457,0.383,12.6,10.9,12.5,0.238,0.414,0.367,30.6
 Austin,Riley,663586,ATL,FF,4-Seam Fastball,-0.4,-1,385,32,100,0.23,0.368,0.315,33.7,31,25.4,0.219,0.386,0.315,53.6
 Kevin,McGonigle,805808,DET,FF,4-Seam Fastball,0.5,2,367,28.7,100,0.268,0.439,0.383,10.7,11,12.1,0.283,0.525,0.406,42.3
 Cody,Bellinger,641355,NYY,FF,4-Seam Fastball,0.6,2,364,31.7,100,0.256,0.41,0.37,17.4,11,11.2,0.273,0.409,0.376,30.9
 Steven,Kwan,680757,CLE,FF,4-Seam Fastball,-0.3,-2,436,40.5,100,0.231,0.295,0.33,4.3,6,7.6,0.229,0.306,0.331,8.2
 Ketel,Marte,606466,AZ,FF,4-Seam Fastball,0.4,1,335,30.1,100,0.231,0.473,0.349,10.6,9,11.7,0.293,0.567,0.387,45.8
 Taylor,Ward,621493,BAL,FF,4-Seam Fastball,1.1,5,410,28.2,100,0.312,0.455,0.417,18.6,22,17.6,0.306,0.497,0.425,41.8
 Bryan,Reynolds,668804,PIT,FF,4-Seam Fastball,3.1,11,363,28.3,100,0.329,0.624,0.466,21.8,19,17,0.297,0.569,0.416,53
 Trent,Grisham,663757,NYY,FF,4-Seam Fastball,-0.6,-2,364,34.5,99,0.217,0.398,0.331,11.9,8.1,8.8,0.309,0.548,0.417,52
 Nick,Kurtz,701762,ATH,FF,4-Seam Fastball,2.6,11,436,30.8,99,0.286,0.701,0.473,33.5,29.3,21.6,0.304,0.731,0.492,70.8
 Brandon,Nimmo,607043,TEX,FF,4-Seam Fastball,0.5,2,399,34.5,98,0.294,0.482,0.374,20.1,17.3,14.3,0.268,0.429,0.348,44.9
 Liam,Hicks,689414,MIA,FF,4-Seam Fastball,-0.4,-1,293,28.9,98,0.225,0.412,0.348,4.4,4.1,7.3,0.254,0.416,0.36,33.3
 Carson,Benge,701807,NYM,FF,4-Seam Fastball,0.5,2,441,37.8,98,0.287,0.402,0.358,19.8,21.4,14.8,0.3,0.461,0.367,42.4
 TJ,Rumfield,681198,COL,FF,4-Seam Fastball,0.8,3,354,32.7,97,0.28,0.488,0.381,12.5,17.5,15.3,0.26,0.46,0.363,45.5
 Geraldo,Perdomo,672695,AZ,FF,4-Seam Fastball,1,4,428,34.7,96,0.329,0.605,0.454,11.3,10.4,9.2,0.295,0.44,0.389,36.8
 Kazuma,Okamoto,672960,TOR,FF,4-Seam Fastball,3.7,11,296,23.6,95,0.31,0.607,0.423,28.7,29.5,22.2,0.267,0.582,0.396,62.5
 Kyle,Schwarber,656941,PHI,FF,4-Seam Fastball,2.8,9,328,24,95,0.241,0.608,0.409,26.9,34.7,29.7,0.197,0.475,0.351,58.7
 Chase,DeLauter,800050,CLE,FF,4-Seam Fastball,-0.3,-1,360,35,94,0.287,0.45,0.359,18.5,17,19.8,0.232,0.386,0.33,40.9
 Matt,Olson,621566,ATL,FF,4-Seam Fastball,0.7,3,426,30.7,94,0.25,0.563,0.385,24.4,24.5,17.4,0.29,0.615,0.422,62.1
 Corbin,Carroll,682998,AZ,FF,4-Seam Fastball,1.7,7,390,33.7,93,0.247,0.562,0.411,32.6,25.8,21.8,0.216,0.45,0.365,48
 Kyle,Tucker,663656,LAD,FF,4-Seam Fastball,1.1,4,328,27.3,93,0.231,0.436,0.361,19.8,17.2,14.3,0.272,0.484,0.377,42.9
 Freddie,Freeman,518692,LAD,FF,4-Seam Fastball,2.6,9,366,28.3,93,0.358,0.704,0.473,20.9,20.4,16.4,0.304,0.579,0.412,44.4
 James,Wood,695578,WSH,FF,4-Seam Fastball,2.6,10,381,25.8,93,0.372,0.718,0.495,18.6,22.6,20,0.344,0.724,0.49,63.2
 Masyn,Winn,691026,STL,FF,4-Seam Fastball,-1.9,-8,405,36.7,92,0.215,0.241,0.267,21.4,22.8,18.6,0.265,0.334,0.315,41.7
 Miguel,Vargas,678246,CWS,FF,4-Seam Fastball,1.8,7,409,32.9,92,0.239,0.535,0.416,26,19.6,13.5,0.251,0.562,0.431,43.4
 Andy,Pages,681624,LAD,FF,4-Seam Fastball,-1.3,-5,403,32.1,91,0.229,0.386,0.286,26,26.4,18,0.25,0.456,0.32,55.7
 Jackson,Merrill,701538,SD,FF,4-Seam Fastball,-1.4,-5,402,34.4,91,0.198,0.321,0.275,30.6,30.8,20.4,0.21,0.419,0.313,56.6
 Cedric,Mullins,656775,TB,FF,4-Seam Fastball,-1.6,-6,380,39.8,91,0.179,0.308,0.272,21.6,17.6,17,0.179,0.341,0.279,35.9
 Brice,Turang,668930,MIL,FF,4-Seam Fastball,-0.4,-2,436,34.1,91,0.214,0.429,0.362,21.3,29.7,22,0.2,0.455,0.368,47.7
 Trea,Turner,607208,PHI,FF,4-Seam Fastball,0.8,3,342,28.4,91,0.303,0.447,0.397,21,18.7,17.9,0.265,0.416,0.359,54.2
 Isaac,Paredes,670623,HOU,FF,4-Seam Fastball,-0.3,-1,343,26.9,90,0.203,0.38,0.312,11.5,14.4,12.4,0.247,0.414,0.333,36.4
 Willi,Castro,650489,COL,FF,4-Seam Fastball,0.4,1,406,40.7,90,0.304,0.443,0.369,29.5,25.6,17.2,0.248,0.391,0.326,42.9
 Kyle,Karros,691720,COL,FF,4-Seam Fastball,2.2,7,322,31.6,90,0.365,0.568,0.454,5.3,14.4,12.7,0.312,0.476,0.401,59
 Jung Hoo,Lee,808982,SF,FF,4-Seam Fastball,2.5,8,306,30.9,90,0.393,0.571,0.428,8.6,8.9,9.2,0.321,0.437,0.347,33.8
 Maikel,Garcia,672580,KC,FF,4-Seam Fastball,0.1,0,333,30.3,89,0.325,0.438,0.37,12.3,11.2,11.8,0.285,0.417,0.343,41.4
 Christian,Walker,572233,HOU,FF,4-Seam Fastball,0.2,1,353,29.9,89,0.203,0.459,0.36,26.7,23.6,19.3,0.199,0.377,0.313,50
 Manny,Machado,592518,SD,FF,4-Seam Fastball,0.4,1,354,29.9,89,0.227,0.48,0.348,25.7,25.8,18.9,0.269,0.546,0.386,55.6
 Ezequiel,Tovar,678662,COL,FF,4-Seam Fastball,-3,-11,386,38.8,89,0.131,0.202,0.177,28.8,40.4,24.2,0.173,0.281,0.215,32.7
 Iván,Herrera,671056,STL,FF,4-Seam Fastball,0.4,1,325,25.9,89,0.257,0.386,0.382,14.5,13.5,13.6,0.28,0.429,0.39,37.9
 Shohei,Ohtani,660271,LAD,FF,4-Seam Fastball,0.4,2,397,32.2,89,0.233,0.479,0.37,23,25.8,20.5,0.284,0.612,0.442,57.7
 Zach,Neto,687263,LAA,FF,4-Seam Fastball,1.3,4,314,24.1,89,0.266,0.57,0.381,20.6,24.7,19.1,0.209,0.509,0.342,44.8
 Austin,Martin,668885,MIN,FF,4-Seam Fastball,-0.4,-1,275,29.2,88,0.253,0.333,0.343,8.4,10.2,14.1,0.289,0.402,0.357,34.8
 Jake,McCarthy,664983,COL,FF,4-Seam Fastball,-0.5,-1,258,35.3,88,0.289,0.434,0.341,12.2,11.4,14.7,0.304,0.452,0.357,23.9
 Dansby,Swanson,621020,CHC,FF,4-Seam Fastball,0.5,1,263,24,88,0.243,0.486,0.388,26,22.7,27,0.218,0.407,0.351,51
 Josh,Bell,605137,MIN,FF,4-Seam Fastball,0.2,1,357,31.5,88,0.282,0.436,0.364,23.1,15.9,14.6,0.256,0.399,0.328,45.3
 Elly,De La Cruz,682829,CIN,FF,4-Seam Fastball,1.8,6,318,30.7,88,0.253,0.595,0.407,16.9,25,24.2,0.286,0.67,0.432,57.9
 J.P.,Crawford,641487,SEA,FF,4-Seam Fastball,0.9,3,372,36.9,88,0.234,0.438,0.398,15.2,14.8,12.7,0.275,0.476,0.424,31.4
 Alex,Bregman,608324,CHC,FF,4-Seam Fastball,-0.2,-1,322,23.9,87,0.286,0.403,0.345,10.3,11.5,10.5,0.265,0.406,0.334,46.3
 Josh,Naylor,647304,SEA,FF,4-Seam Fastball,0.9,2,244,25.2,87,0.295,0.5,0.38,8.2,6.9,10.2,0.278,0.467,0.35,31.5
 Jazz,Chisholm Jr.,665862,NYY,FF,4-Seam Fastball,-1.3,-5,335,29,87,0.213,0.373,0.304,23.3,27.6,23.1,0.198,0.347,0.293,38.5
 Brett,Baty,683146,NYM,FF,4-Seam Fastball,-0.8,-3,351,35.2,87,0.241,0.342,0.306,23,31,22.9,0.221,0.344,0.277,45.3
 Bobby,Witt Jr.,677951,KC,FF,4-Seam Fastball,0.3,1,402,32.6,87,0.25,0.412,0.38,22.4,23,17.5,0.287,0.464,0.402,61.2
 Sal,Frelick,686217,MIL,FF,4-Seam Fastball,-1.9,-7,375,39.9,86,0.176,0.216,0.248,13.2,12.8,12.8,0.215,0.263,0.268,35.9
 Willy,Adames,642715,SF,FF,4-Seam Fastball,0.9,3,318,27,86,0.235,0.605,0.366,21.2,22.1,18.1,0.228,0.517,0.334,50
 Randy,Arozarena,668227,SEA,FF,4-Seam Fastball,-0.7,-2,335,27.9,86,0.239,0.366,0.332,33.1,26.7,21.3,0.276,0.5,0.393,54
 Brandon,Marsh,669016,PHI,FF,4-Seam Fastball,1.4,5,329,34.1,85,0.39,0.545,0.437,19.6,20,18.9,0.329,0.514,0.385,54.1
 Ildemaro,Vargas,545121,AZ,FF,4-Seam Fastball,-1.6,-4,259,30.4,85,0.231,0.308,0.295,9.1,5.9,8.6,0.286,0.389,0.325,27.4
 Hunter,Goodman,696100,COL,FF,4-Seam Fastball,-0.6,-2,347,32.2,84,0.176,0.392,0.298,27.4,35.7,24.8,0.198,0.458,0.318,57.8
 Daylen,Lile,695734,WSH,FF,4-Seam Fastball,0.4,1,358,32.1,84,0.268,0.507,0.367,26.5,17.9,16.7,0.246,0.448,0.346,39.7
 Bryson,Stott,681082,PHI,FF,4-Seam Fastball,-2.1,-8,392,38.4,84,0.203,0.284,0.264,18.2,20.2,17.2,0.213,0.369,0.296,43.1
 Tyler,Soderstrom,691016,ATH,FF,4-Seam Fastball,0.4,1,276,24.6,84,0.224,0.448,0.371,17.9,17.9,16.3,0.237,0.438,0.371,46.2
 Wilyer,Abreu,677800,BOS,FF,4-Seam Fastball,-0.4,-2,445,37.4,84,0.233,0.438,0.339,24.6,28.6,19.8,0.188,0.375,0.298,51
 Cam,Smith,701358,HOU,FF,4-Seam Fastball,1.2,4,296,25.9,84,0.271,0.486,0.376,24.7,22.6,19.8,0.277,0.518,0.388,59.6
 Chase,Meidroth,805367,CWS,FF,4-Seam Fastball,0.3,1,364,29.7,83,0.308,0.523,0.415,16.4,24.1,19.4,0.257,0.428,0.38,52.2
 Willson,Contreras,575929,BOS,FF,4-Seam Fastball,0.7,2,313,28.1,83,0.254,0.373,0.354,28.1,24.1,17.9,0.241,0.359,0.339,33.3
 Gavin,Sheets,657757,SD,FF,4-Seam Fastball,0.8,3,320,31.7,83,0.225,0.437,0.34,14.6,13.3,9.8,0.251,0.478,0.365,45
 Sal,Stewart,701398,CIN,FF,4-Seam Fastball,3.2,9,277,22.1,82,0.308,0.6,0.477,36.7,31.7,23.6,0.239,0.44,0.374,59
 Oneil,Cruz,665833,PIT,FF,4-Seam Fastball,0.3,1,336,29,82,0.282,0.451,0.393,30.2,31.7,26.3,0.282,0.513,0.388,71.1
 Ryan,O'Hearn,656811,PIT,FF,4-Seam Fastball,2.5,7,294,29.8,82,0.338,0.635,0.452,12.7,17.1,16.7,0.268,0.479,0.354,48.3
 Jo,Adell,666176,LAA,FF,4-Seam Fastball,1.1,4,316,26.4,82,0.293,0.56,0.373,21.5,23.2,16.1,0.308,0.6,0.401,55.2
 Julio,Rodríguez,677594,SEA,FF,4-Seam Fastball,0.2,1,328,26.3,82,0.225,0.408,0.327,27.5,25.6,16.8,0.228,0.417,0.33,48
 Yordan,Alvarez,670541,HOU,FF,4-Seam Fastball,3.5,13,371,29,82,0.343,0.776,0.509,19,19.5,14.7,0.345,0.79,0.517,64.7
 Bo,Bichette,666182,NYM,FF,4-Seam Fastball,-0.5,-2,350,29.7,81,0.23,0.392,0.303,13.8,24.7,18,0.28,0.445,0.345,59.3
 Munetaka,Murakami,808959,CWS,FF,4-Seam Fastball,3.5,10,295,27.1,81,0.262,0.738,0.488,35.3,23.5,19.8,0.256,0.667,0.462,59.5
 Jarren,Duran,680776,BOS,FF,4-Seam Fastball,-0.2,-1,345,31.4,81,0.214,0.529,0.361,35.6,30.9,28.4,0.223,0.496,0.355,42.2
 Yandy,Díaz,650490,TB,FF,4-Seam Fastball,-0.5,-2,318,29.6,80,0.243,0.419,0.314,17.2,20,14.4,0.236,0.388,0.299,46.6
 Alec,Bohm,664761,PHI,FF,4-Seam Fastball,-1.3,-4,299,29.3,80,0.188,0.348,0.306,18.2,17.5,16.1,0.182,0.283,0.263,35.7
 José,Ramírez,608070,CLE,FF,4-Seam Fastball,1.4,5,336,26.5,80,0.29,0.623,0.417,13.2,10,8.2,0.312,0.572,0.411,48.4
 Garrett,Mitchell,669003,MIL,FF,4-Seam Fastball,-0.8,-2,301,32.7,80,0.227,0.379,0.331,35,38.8,30.7,0.221,0.415,0.34,58.3
 Pete,Alonso,624413,BAL,FF,4-Seam Fastball,1.8,6,314,23.8,80,0.26,0.616,0.394,24.4,26.3,18.6,0.303,0.724,0.453,63.5
 Casey,Schmitt,669477,SF,FF,4-Seam Fastball,-1.2,-3,278,27.8,79,0.26,0.364,0.282,19,16.5,13.8,0.275,0.459,0.323,42.2
 Fernando,Tatis Jr.,665487,SD,FF,4-Seam Fastball,0,0,287,25.5,79,0.3,0.371,0.353,22.6,22.8,20.9,0.313,0.487,0.383,55.8
 Matt,McLain,680574,CIN,FF,4-Seam Fastball,-0.5,-2,333,30.7,79,0.203,0.344,0.322,29.9,30.4,24.7,0.225,0.386,0.343,42.5
 Trevor,Larnach,663616,MIN,FF,4-Seam Fastball,1.2,3,232,28.1,79,0.329,0.529,0.406,12.6,10.1,18.2,0.312,0.523,0.396,37.1
 Byron,Buxton,621439,MIN,FF,4-Seam Fastball,2.3,6,258,24.8,79,0.319,0.696,0.459,25.9,27.8,23.4,0.248,0.598,0.397,66
 Brayan,Rocchio,677587,CLE,FF,4-Seam Fastball,1.4,4,317,30.6,79,0.333,0.515,0.408,18.5,15.2,11.9,0.287,0.461,0.369,41.1
 Evan,Carter,694497,TEX,FF,4-Seam Fastball,-0.7,-2,304,31.6,79,0.191,0.412,0.304,14.4,13.9,12.4,0.25,0.481,0.355,40.7
 Alec,Burleson,676475,STL,FF,4-Seam Fastball,2.8,8,279,25.2,79,0.338,0.606,0.437,23.2,21.5,22.1,0.334,0.702,0.463,64.8
 Mauricio,Dubón,643289,ATL,FF,4-Seam Fastball,-1.7,-5,321,30.9,78,0.225,0.31,0.274,15.7,17.9,15.1,0.244,0.345,0.294,33.3
 Mike,Yastrzemski,573262,ATL,FF,4-Seam Fastball,-0.7,-2,328,37.5,78,0.232,0.319,0.315,24.3,23.1,18.8,0.245,0.336,0.303,45.1
 Adley,Rutschman,668939,BAL,FF,4-Seam Fastball,0.9,3,289,31.3,78,0.262,0.523,0.373,10.3,15.4,14.3,0.22,0.382,0.329,47.3
 Marcus,Semien,543760,NYM,FF,4-Seam Fastball,-1.5,-4,277,25.7,78,0.211,0.394,0.297,18.4,17.9,19.2,0.255,0.526,0.362,49.1
 Spencer,Torkelson,679529,DET,FF,4-Seam Fastball,0.3,1,325,26.4,78,0.21,0.452,0.354,24.4,30.8,23.5,0.202,0.446,0.354,46.2
 Ceddanne,Rafaela,678882,BOS,FF,4-Seam Fastball,-0.2,-1,284,28.1,77,0.279,0.397,0.334,21.2,23.4,18.8,0.231,0.344,0.3,40
 Leody,Taveras,665750,BAL,FF,4-Seam Fastball,-0.6,-2,297,33.9,77,0.197,0.262,0.296,22.7,18.2,15.9,0.191,0.287,0.296,38
 Jeff,McNeil,643446,ATH,FF,4-Seam Fastball,-0.9,-3,295,33.7,77,0.231,0.277,0.298,16.4,13,12.3,0.289,0.363,0.348,32.7
 Matt,Chapman,656305,SF,FF,4-Seam Fastball,-0.6,-2,329,26.7,77,0.23,0.279,0.314,26.3,28.6,20,0.186,0.269,0.296,40
 Nasim,Nuñez,683083,WSH,FF,4-Seam Fastball,-0.5,-2,397,40.7,77,0.23,0.279,0.32,21.5,15.6,10.3,0.226,0.273,0.303,19.2
